,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration_IN_Hours,Duration_IN_Min,price_per_min
7948,Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,21:20,2 stops,No info,6653,8,5,4.37396663159477
7949,Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,1 stop,No info,14781,9,0,2.19200324741222
7950,Air India,6/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,01:20 07 May,2 stops,No info,11458,15,5,4.73904695409321
7951,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:50,1 stop,In-flight meal not included,10844,13,0,4.31575064551826
7952,IndiGo,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:35,04:05,non-stop,No info,3342,1,0,1.07719928186715
7953,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,12:35 25 Jun,1 stop,In-flight meal not included,10262,18,0,6.31455856558176
7954,IndiGo,24/06/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 25 Jun,non-stop,No info,5277,2,0,1.36441159749858
7955,Air India,24/03/2019,Banglore,New Delhi,BLR ? DEL,06:10,08:55,non-stop,No info,4441,2,5,1.6888088268408
7956,SpiceJet,3/05/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,non-stop,No check-in baggage included,3543,2,5,2.11685012701101
7957,Air India,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,06:45,12:15,1 stop,No info,13912,5,0,1.29384703852789
7958,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:00,1 stop,No info,9315,12,0,4.63768115942029
7959,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25 02 Jun,1 stop,In-flight meal not included,10262,5,5,1.78327811342818
7960,Air India,27/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,19:15 28 Jun,2 stops,No info,12199,26,0,7.67276006230019
7961,IndiGo,27/05/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 28 May,non-stop,No info,5277,2,0,1.36441159749858
7962,Air India,12/06/2019,Kolkata,Banglore,CCU ? BBI ? HYD ? BLR,09:10,04:40 13 Jun,2 stops,No info,6117,19,0,11.1819519372241
7963,IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,10:10,13:00,non-stop,No info,5734,2,0,1.25566794558772
7964,Air Asia,6/03/2019,Delhi,Cochin,DEL ? BLR ? COK,20:10,07:10 07 Mar,1 stop,No info,8627,11,0,4.59023994436073
7965,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,01:30 16 Jun,1 stop,No info,6795,13,0,6.88741721854305
7966,IndiGo,21/05/2019,Delhi,Cochin,DEL ? COK,14:25,17:40,non-stop,No info,5601,3,5,1.98178896625603
7967,Jet Airways,21/04/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,non-stop,No info,7229,3,0,1.49398257020335
7968,IndiGo,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:30 10 May,1 stop,No info,8330,10,0,4.32172869147659
7969,IndiGo,3/05/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,non-stop,No info,4823,2,0,1.49284677586564
7970,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,19:45,22:35 25 Mar,1 stop,No info,13759,26,0,6.80281997238171
7971,Air India,12/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,07:40 13 Jun,2 stops,No info,10231,26,0,9.14866581956798
7972,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,19:00 28 May,1 stop,In-flight meal not included,12898,23,5,6.44285935804001
7973,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,10:25,1 stop,No info,19225,4,0,0.749024707412224
7974,Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,non-stop,In-flight meal not included,4995,1,5,0.780780780780781
7975,IndiGo,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,12:10,1 stop,No info,5298,5,0,3.39750849377123
7976,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,10:20,18:50 22 Mar,2 stops,In-flight meal not included,9254,32,0,12.44867084504
7977,Jet Airways,6/04/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,1 stop,In-flight meal not included,5177,5,0,3.47691713347499
7978,Vistara,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,23:25 22 May,1 stop,No info,9345,27,5,10.4333868378812
7979,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,16:20,1 stop,In-flight meal not included,10844,7,5,2.35153080044264
7980,Air India,3/03/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,05:55,07:40 04 Mar,2 stops,No info,15428,25,5,5.8529945553539
7981,IndiGo,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,1 stop,No info,7255,5,0,2.48104755341144
7982,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,12:35 22 May,1 stop,In-flight meal not included,12898,27,5,7.55931152116607
7983,IndiGo,01/03/2019,Banglore,New Delhi,BLR ? IDR ? DEL,13:40,18:35,1 stop,No info,8707,4,5,1.68829677271161
7984,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,12:35 04 Jun,1 stop,In-flight meal not included,10262,18,0,6.31455856558176
7985,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,10:55 07 May,1 stop,No info,13067,14,0,3.85704446315145
7986,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,19:00 07 Jun,1 stop,In-flight meal not included,10262,23,5,8.09783667900994
7987,Air India,9/04/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,non-stop,No info,4460,2,5,1.68161434977578
7988,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,1 stop,No info,14571,9,0,2.22359481161211
7989,Air India,9/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 10 Jun,2 stops,No info,10178,23,0,8.13519355472588
7990,SpiceJet,1/03/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,non-stop,No info,7718,2,0,0.932884166882612
7991,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,1 stop,No info,16376,10,0,2.19833903273083
7992,Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,non-stop,No info,5678,1,0,0.634026065516027
7993,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:00,1 stop,No info,9103,8,5,3.19674832472811
7994,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,04:25 07 Jun,1 stop,No info,14714,15,5,3.69036291966834
7995,SpiceJet,24/06/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,1 stop,No info,5583,6,0,3.86888769478775
7996,IndiGo,24/04/2019,Banglore,Delhi,BLR ? DEL,18:55,21:50,non-stop,No info,4823,2,5,1.55504872486005
7997,Jet Airways,15/04/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,non-stop,In-flight meal not included,4544,3,5,2.44278169014085
7998,Air Asia,18/05/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,13:25,1 stop,No info,8759,5,0,2.05502911291243
7999,Air Asia,24/06/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,13:25,1 stop,No info,6152,5,0,2.925877763329
8000,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,10:25 16 Mar,1 stop,In-flight meal not included,11087,22,5,7.17056011545053
8001,Air India,6/06/2019,Kolkata,Banglore,CCU ? JAI ? DEL ? BLR,08:20,20:25,2 stops,No info,11432,12,5,3.80510846745976
8002,SpiceJet,27/03/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:45,non-stop,No check-in baggage included,3815,2,0,1.8872870249017
8003,Vistara,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,09:05 02 Apr,1 stop,No info,8662,16,5,6.68436850611868
8004,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,11:25 07 Mar,1 stop,No info,17261,23,5,4.81432130235792
8005,IndiGo,9/04/2019,Kolkata,Banglore,CCU ? MAA ? BLR,19:35,00:10 10 Apr,1 stop,No info,4860,4,5,3.02469135802469
8006,Air India,3/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,19:15 04 Mar,2 stops,No info,13442,26,0,6.96324951644101
8007,Vistara,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,15:40,22:55,1 stop,No info,12395,7,5,2.05728116175877
8008,Air India,15/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,14:35 16 May,1 stop,No info,6528,24,0,13.2352941176471
8009,IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,21:00,1 stop,No info,6314,16,5,9.17009819448844
8010,IndiGo,9/04/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,01:30 10 Apr,1 stop,No info,6270,14,5,8.08612440191388
8011,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,19:00 07 Jun,1 stop,No info,14714,23,5,5.64768247927144
8012,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:15,1 stop,No info,9359,10,0,3.84656480393204
8013,Air India,9/04/2019,Delhi,Cochin,DEL ? COK,14:05,17:55,non-stop,No info,6724,3,0,1.60618679357525
8014,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00 25 Jun,1 stop,In-flight meal not included,10262,20,0,7.01617618397973
8015,Vistara,21/05/2019,Banglore,Delhi,BLR ? DEL,07:00,09:40,non-stop,No info,4668,2,0,1.54241645244216
8016,IndiGo,6/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,11:55,21:20,2 stops,No info,6610,9,5,4.94704992435704
8017,SpiceJet,15/05/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,non-stop,No info,3597,2,5,2.08507089241034
8018,IndiGo,9/03/2019,Kolkata,Banglore,CCU ? BLR,10:10,12:55,non-stop,No info,4462,2,5,1.68086060062752
8019,Air India,6/03/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,09:25 07 Mar,1 stop,No info,12677,27,0,7.6674292024927
8020,Multiple carriers,1/03/2019,Delhi,Cochin,DEL ? BOM ? COK,00:20,15:30,1 stop,No info,23170,15,0,2.33059991368148
8021,IndiGo,6/06/2019,Kolkata,Banglore,CCU ? BLR,04:40,07:15,non-stop,No info,4804,2,5,1.56119900083264
8022,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:30 28 May,1 stop,No info,6795,12,0,6.35761589403974
8023,Air India,18/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,12:00,13:15 19 May,1 stop,No info,7662,25,5,11.7854346123727
8024,Air India,6/06/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,07:40 07 Jun,2 stops,No info,12751,18,0,5.08195435652106
8025,Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,20:45,16:50 07 Mar,1 stop,No info,19595,20,5,3.68971676448074
8026,Vistara,09/03/2019,Banglore,New Delhi,BLR ? DEL,07:00,09:40,non-stop,No info,7975,2,0,0.90282131661442
8027,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,1 stop,No info,14781,5,5,1.2380759082606
8028,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,1 stop,No info,14781,12,0,2.92267099654962
8029,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,13:55,16:20 25 Mar,1 stop,In-flight meal not included,10031,26,5,9.36098095902702
8030,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,1 stop,In-flight meal not included,10844,5,5,1.6875691626706
8031,Jet Airways,9/05/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,non-stop,In-flight meal not included,3502,3,0,3.08395202741291
8032,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,09:35,04:25 02 Jun,2 stops,No info,13292,18,0,4.87511284983449
8033,Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,23:35 07 Jun,1 stop,No info,14151,27,0,6.8687725249099
8034,SpiceJet,1/03/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:05,non-stop,No info,12475,1,0,0.288577154308617
8035,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,12:35 04 Jun,1 stop,No info,14714,15,0,3.66997417425581
8036,Multiple carriers,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 25 May,1 stop,No info,8283,6,0,2.60775081492213
8037,Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,09:30 13 Mar,1 stop,In-flight meal not included,11087,12,5,3.92351402543519
8038,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,1 stop,In-flight meal not included,10844,5,5,1.6875691626706
8039,IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:35,01:30 25 Jun,1 stop,No info,5883,6,5,3.72259051504335
8040,Air India,15/03/2019,Banglore,New Delhi,BLR ? CCU ? BBI ? DEL,05:50,16:20,2 stops,No info,7664,10,0,4.6972860125261
8041,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25 28 May,1 stop,In-flight meal not included,12898,20,5,5.60552023569546
8042,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00 13 Jun,1 stop,In-flight meal not included,10262,20,0,7.01617618397973
8043,Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,1 stop,No info,13067,9,5,2.50248718144945
8044,IndiGo,18/03/2019,Kolkata,Banglore,CCU ? BLR,15:10,17:45,non-stop,No info,4462,2,5,1.68086060062752
8045,Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,non-stop,No info,5678,1,5,0.686861570975696
8046,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,12:00,1 stop,No info,14388,5,0,1.25104253544621
8047,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,12:35 04 Jun,1 stop,No info,14714,16,0,3.9146391192062
8048,IndiGo,27/05/2019,Kolkata,Banglore,CCU ? BLR,09:35,12:20,non-stop,No info,4804,2,5,1.56119900083264
8049,Air India,9/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,07:40 10 May,2 stops,No info,11281,26,0,8.29713677865438
8050,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:10 25 Mar,1 stop,In-flight meal not included,11134,11,0,3.55667325309862
8051,Air India,12/03/2019,Mumbai,Hyderabad,BOM ? BHO ? DEL ? HYD,19:40,09:10 13 Mar,2 stops,No info,11647,13,0,4.01820211213188
8052,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,21:05 10 Jun,1 stop,In-flight meal not included,10539,28,5,9.59294050668944
8053,Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,1 stop,No info,12192,11,0,3.24803149606299
8054,Air India,24/04/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,non-stop,No info,6121,2,0,1.17627838588466
8055,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,19:45,04:45 25 Mar,1 stop,No info,13759,9,0,2.35482229813213
8056,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:35 28 Mar,1 stop,No info,6427,15,5,8.44873191224522
8057,IndiGo,9/04/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 10 Apr,non-stop,No info,3943,2,0,1.82602079634796
8058,IndiGo,12/05/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 13 May,non-stop,No info,4284,2,0,1.68067226890756
8059,IndiGo,9/03/2019,Delhi,Cochin,DEL ? BLR ? COK,05:05,10:05,1 stop,No info,8147,5,0,2.20940223395115
8060,Jet Airways,12/05/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,non-stop,In-flight meal not included,3502,3,0,3.08395202741291
8061,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,02:30,04:00,non-stop,No info,3342,1,0,1.07719928186715
8062,IndiGo,21/03/2019,Banglore,New Delhi,BLR ? DEL,06:00,08:45,non-stop,No info,5734,2,5,1.30798744332054
8063,SpiceJet,6/06/2019,Kolkata,Banglore,CCU ? IXB ? BLR,15:55,21:25,1 stop,No info,8224,5,0,2.18871595330739
8064,SpiceJet,6/03/2019,Delhi,Cochin,DEL ? MAA ? COK,06:10,11:20,1 stop,No info,9748,5,0,1.84653262207632
8065,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,04:25 23 Mar,2 stops,In-flight meal not included,8834,33,5,13.482001358388
8066,GoAir,6/05/2019,Kolkata,Banglore,CCU ? AMD ? BLR,16:40,00:15 07 May,1 stop,No info,7102,7,5,3.59053787665446
8067,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 16 May,1 stop,No info,13727,12,0,3.14708239236541
8068,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,09:30 16 Mar,1 stop,In-flight meal not included,11087,21,0,6.8187967890322
8069,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 16 Jun,2 stops,In-flight meal not included,10368,18,5,6.27893518518519
8070,Jet Airways,1/06/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,non-stop,In-flight meal not included,7229,2,5,1.03748789597455
8071,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,19:00 16 Jun,1 stop,In-flight meal not included,10262,24,5,8.44864548820893
8072,IndiGo,15/04/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,non-stop,No info,4823,2,0,1.49284677586564
8073,IndiGo,24/05/2019,Kolkata,Banglore,CCU ? BLR,04:40,07:15,non-stop,No info,4804,2,5,1.56119900083264
8074,IndiGo,6/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,23:30,04:35 07 Jun,1 stop,No info,10112,5,5,1.80973101265823
8075,Jet Airways,27/05/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,non-stop,No info,7229,2,5,1.03748789597455
8076,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,22:05 25 May,1 stop,No info,13067,29,5,8.01255070023724
8077,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,04:25 04 Jun,1 stop,No info,14714,14,5,3.44569797471796
8078,Air India,3/06/2019,Delhi,Cochin,DEL ? BLR ? COK,09:45,23:00,1 stop,No info,8907,13,5,5.28797574941058
8079,Jet Airways,9/04/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,non-stop,No info,7229,2,5,1.03748789597455
8080,Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? IXU ? BOM ? COK,17:50,01:35 04 Mar,2 stops,No info,24528,7,5,1.03962818003914
8081,IndiGo,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,21:00,1 stop,No info,6838,16,5,8.4673881251828
8082,Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,21:00,1 stop,In-flight meal not included,10406,13,5,4.52623486450125
8083,Vistara,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,21:55,09:25 07 Mar,1 stop,No info,12395,11,0,3.19483662767245
8084,Air India,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,20:25 07 May,1 stop,No info,10203,23,5,8.14466333431344
8085,IndiGo,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,06:25,07:55,non-stop,No info,4049,1,0,0.889108421832551
8086,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,18:00 10 Jun,1 stop,No info,13401,21,5,5.66375643608686
8087,Air India,9/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,07:40 10 May,2 stops,No info,9968,19,0,6.86195826645265
8088,Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,non-stop,No info,8040,1,0,0.447761194029851
8089,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:15,01:35 28 Mar,1 stop,No info,6427,10,0,5.60136922358799
8090,IndiGo,6/05/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 07 May,non-stop,No info,5277,2,0,1.36441159749858
8091,Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,non-stop,In-flight meal not included,2228,1,5,1.75044883303411
8092,Vistara,24/05/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,non-stop,No info,5613,2,0,1.28273650454303
8093,IndiGo,12/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,17:35,22:15,1 stop,No info,6669,4,0,2.15924426450742
8094,Vistara,15/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,non-stop,No info,11982,2,0,0.600901352028042
8095,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? PNQ ? BLR,06:30,07:25 22 May,2 stops,In-flight meal not included,10118,24,5,8.56888713184424
8096,IndiGo,15/03/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 16 Mar,non-stop,No info,4148,2,0,1.7357762777242
8097,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,1 stop,No info,18371,10,0,1.95961025529367
8098,Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,1 stop,No info,13587,9,0,2.38463236917642
8099,Air India,6/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,19:15 07 Jun,2 stops,No info,12760,26,0,7.33542319749216
8100,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 07 Jun,2 stops,In-flight meal not included,10368,18,5,6.27893518518519
8101,IndiGo,1/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:35,04:05,non-stop,No info,3175,1,0,1.13385826771654
8102,SpiceJet,9/05/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,non-stop,No info,3597,2,5,2.08507089241034
8103,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,01:30 28 May,1 stop,In-flight meal not included,6733,14,0,7.48551908510322
8104,Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,03:50,12:35,1 stop,No info,12192,8,5,2.38681102362205
8105,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:00 28 May,2 stops,No info,15129,23,0,5.47293277810827
8106,Vistara,12/05/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,non-stop,No info,4668,2,0,1.54241645244216
8107,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,12:35 28 Jun,1 stop,In-flight meal not included,10262,19,5,6.69460144221399
8108,Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 19 May,2 stops,No info,15129,18,5,4.30299424945469
8109,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,22:30,1 stop,No info,7878,15,0,6.85453160700685
8110,Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,non-stop,No info,8040,1,0,0.447761194029851
8111,Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,1 stop,In-flight meal not included,12373,10,0,2.90956114119454
8112,Air India,18/05/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,19:15 19 May,2 stops,No info,12392,26,0,7.55326016785023
8113,IndiGo,18/05/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 19 May,non-stop,No info,5277,2,0,1.36441159749858
8114,Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,1 stop,No info,7888,8,0,3.65111561866126
8115,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:45,19:15,1 stop,No info,9001,10,0,3.99955560493279
8116,IndiGo,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:45,non-stop,No info,4049,1,5,0.963200790318597
8117,IndiGo,24/03/2019,Chennai,Kolkata,MAA ? CCU,05:15,07:35,non-stop,No info,4326,2,0,1.66435506241331
8118,IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,23:30,02:20 13 Mar,non-stop,No info,4777,2,0,1.50722210592422
8119,IndiGo,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,1 stop,No info,6838,9,0,4.73822755191577
8120,IndiGo,6/06/2019,Delhi,Cochin,DEL ? MAA ? COK,07:15,12:30,1 stop,No info,6582,5,5,2.78030993618961
8121,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,12:35 02 Jun,1 stop,In-flight meal not included,10262,14,5,4.94055739621906
8122,Air Asia,01/03/2019,Banglore,New Delhi,BLR ? DEL,23:25,02:10 02 Mar,non-stop,Red-eye flight,10873,2,5,0.689782028878874
8123,Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,1 stop,In-flight meal not included,10262,10,0,3.50808809198987
8124,IndiGo,27/03/2019,Kolkata,Banglore,CCU ? BLR,05:30,08:20,non-stop,No info,4148,2,0,1.7357762777242
8125,IndiGo,27/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,11:55,21:20,2 stops,No info,6494,9,5,5.03541730828457
8126,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,12:35 22 May,1 stop,In-flight meal not included,12898,26,5,7.28019848038456
8127,Air India,9/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,19:15 10 Jun,2 stops,No info,9968,38,5,13.7540128410915
8128,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,04:25 22 May,1 stop,In-flight meal not included,12898,13,5,3.65172895022484
8129,Multiple carriers,24/05/2019,Delhi,Cochin,DEL ? HYD ? COK,14:55,22:30,1 stop,No info,7740,7,5,3.29457364341085
8130,Air India,9/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,09:50,21:05,1 stop,No info,7452,11,5,5.35426731078905
8131,Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,07:10,08:35,non-stop,In-flight meal not included,4160,1,5,0.9375
8132,IndiGo,27/05/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,non-stop,No info,4823,2,0,1.49284677586564
8133,Air India,18/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,2 stops,No info,13486,8,0,2.13554797567848
